label,message,message_length,word_count,processed_message
ham,"OH YEAH,AND HAV A GREAT TIME IN NEWQUAY-SEND ME A POSTCARD !1 LOOK AFTER ALL THE GIRLS WHILE IM GONE(U KNOW THE 1IM TALKIN BOUT!)xx",131,25,oh yeah and hav a great time in newquay send me a postcard 1 look after all the girl while im gone u know the 1im talkin bout xx
ham,We got a divorce. Lol. She.s here,33,7,we got a divorc lol she s here
ham,What's ur pin?,14,3,what s ur pin
ham,"Babe, have you got enough money to pick up bread and milk ? And I'll give you it back when you get home ?",105,24,babe have you got enough money to pick up bread and milk and i ll give you it back when you get home
ham,I want snow. It's just freezing and windy.,42,8,i want snow it s just freez and windi
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a å£2000 prize GUARANTEED. Call 09066358361 from land line. Claim Y87. Valid 12hrs only,159,28,urgent we are tri to contact u today draw show that you have won a 2000 prize guarante call 09066358361 from land line claim y87 valid 12hr onli
ham,Come to mahal bus stop.. &lt;DECIMAL&gt;,40,6,come to mahal bu stop lt decim gt
ham,Don know:)this week i'm going to tirunelvai da.,47,8,don know thi week i m go to tirunelvai da
ham,Me too baby! I promise to treat you well! I bet you will take good care of me...,80,18,me too babi i promis to treat you well i bet you will take good care of me
ham,Its like that hotel dusk game i think. You solve puzzles in a area thing,72,15,it like that hotel dusk game i think you solv puzzl in a area thing
spam,"Thanks for your ringtone order, reference number X29. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989180",157,24,thank for your rington order refer number x29 your mobil will be charg 4 50 should your tone not arriv pleas call custom servic 09065989180
ham,"Hi, my love! How goes that day? Fuck, this morning I woke and dropped my cell on the way down the stairs but it seems alright ... *phews* I miss you !",150,32,hi my love how goe that day fuck thi morn i woke and drop my cell on the way down the stair but it seem alright phew i miss you
ham,Well that must be a pain to catch,33,8,well that must be a pain to catch
ham,Sorry da thangam.it's my mistake.,33,5,sorri da thangam it s my mistak
ham,I need... Coz i never go before ,32,7,i need coz i never go befor
ham,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it....",281,58,rose for red red for blood blood for heart heart for u but u for me send ti to all ur friend includ me if u like me if u get back 1 u r poor in relat 2 u need some 1 to support 3 u r frnd 2 mani 4 some1 luv u 5 some1 is pray god to marri u tri it
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send COLLECT to 83600 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,142,24,ur cash balanc is current 500 pound to maxim ur cash in now send collect to 83600 onli 150p msg cc 08718720201 po box 114 14 tcr w1
ham,"I feel like a dick because I keep sleeping through your texts and facebook messages. Sup, you in town?",102,19,i feel like a dick becaus i keep sleep through your text and facebook messag sup you in town
ham,No plm i will come da. On the way.,34,9,no plm i will come da on the way
ham,Guess he wants alone time. We could just show up and watch when they do..,73,15,guess he want alon time we could just show up and watch when they do
ham,Height of recycling: Read twice- People spend time for earning money and the same money is spent for spending time!;-) Good morning.. keep smiling:-),149,24,height of recycl read twice peopl spend time for earn money and the same money is spent for spend time good morn keep smile
ham,Yup Ì_ not comin :-(,20,5,yup not comin
ham,"Yes, princess. Toledo.",22,3,ye princess toledo
ham,"Aight text me when you're back at mu and I'll swing by, need somebody to get the door for me",92,20,aight text me when you re back at mu and i ll swing by need somebodi to get the door for me
ham,Ron say fri leh. N he said ding tai feng cant make reservations. But he said wait lor.,86,18,ron say fri leh n he said ding tai feng cant make reserv but he said wait lor
ham,Good. No swimsuit allowed :),28,5,good no swimsuit allow
ham,Am okay. Will soon be over. All the best,40,9,am okay will soon be over all the best
ham,A cute thought for friendship: \Its not necessary to share every secret with ur close Frnd,90,16,a cute thought for friendship it not necessari to share everi secret with ur close frnd
ham,Ok i've sent u da latest version of da project.,47,10,ok i ve sent u da latest version of da project
ham,Pls accept me for one day. Or am begging you change the number.,63,13,pl accept me for one day or am beg you chang the number
ham,Squeeeeeze!! This is christmas hug.. If u lik my frndshp den hug me back.. If u get 3 u r cute:) 6 u r luvd:* 9 u r so lucky;) None? People hate u:,147,34,squeeeeez thi is christma hug if u lik my frndshp den hug me back if u get 3 u r cute 6 u r luvd 9 u r so lucki none peopl hate u
ham,"Its ok, if anybody asks abt me, u tel them..:-P",47,10,it ok if anybodi ask abt me u tel them p
ham,"Funny fact Nobody teaches volcanoes 2 erupt, tsunamis 2 arise, hurricanes 2 sway aroundn no 1 teaches hw 2 choose a wife Natural disasters just happens",151,26,funni fact nobodi teach volcano 2 erupt tsunami 2 aris hurrican 2 sway aroundn no 1 teach hw 2 choos a wife natur disast just happen
ham,* You gonna ring this weekend or wot?,37,8,you gon na ring thi weekend or wot
ham,Also track down any lighters you can find,41,8,also track down ani lighter you can find
ham,"Babe, I need your advice",24,5,babe i need your advic
ham,"IÛ÷ll leave around four, ok?",29,5,i ll leav around four ok
ham,Come to medical college at 7pm ......forward it da,50,9,come to medic colleg at 7pm forward it da
ham,K:)k..its good:)when are you going?,35,5,k k it good when are you go
ham,I can make lasagna for you... vodka...,38,7,i can make lasagna for you vodka
ham,HI ITS KATE CAN U GIVE ME A RING ASAP XXX,41,11,hi it kate can u give me a ring asap xxx
ham,Who were those people ? Were you in a tour ? I thought you were doing that sofa thing you sent me ? Your curious sugar,118,26,who were those peopl were you in a tour i thought you were do that sofa thing you sent me your curiou sugar
ham,"No, but you told me you were going, before you got drunk!",57,12,no but you told me you were go befor you got drunk
ham,He fucking chickened out. He messaged me he would be late and woould buzz me and then I didn't hear a word from him,115,24,he fuck chicken out he messag me he would be late and woould buzz me and then i didn t hear a word from him
spam,"Congratulations! Thanks to a good friend U have WON the å£2,000 Xmas prize. 2 claim is easy, just call 08718726978 NOW! Only 10p per minute. BT-national-rate",157,26,congratul thank to a good friend u have won the 2 000 xma prize 2 claim is easi just call 08718726978 now onli 10p per minut bt nation rate
ham,I'm always looking for an excuse to be in the city.,51,11,i m alway look for an excus to be in the citi
ham,Yup i'm still having coffee wif my frens... My fren drove she'll give me a lift...,82,16,yup i m still have coffe wif my fren my fren drove she ll give me a lift
ham,O shore are you takin the bus,29,7,o shore are you takin the bu
ham,So u gonna get deus ex?,23,6,so u gon na get deu ex
ham,I will send them to your email. Do you mind  &lt;#&gt;  times per night?,72,14,i will send them to your email do you mind lt gt time per night
spam,"44 7732584351, Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.",173,30,44 7732584351 do you want a new nokia 3510i colour phone deliveredtomorrow with 300 free minut to ani mobil 100 free text free camcord repli or call 08000930705
ham,tap & spile at seven. * Is that pub on gas st off broad st by canal. Ok?,72,18,tap spile at seven is that pub on ga st off broad st by canal ok
ham,Ok then i come n pick u at engin?,33,9,ok then i come n pick u at engin
ham,Which is why i never wanted to tell you any of this. Which is why i'm so short with you and on-edge as of late.,111,25,which is whi i never want to tell you ani of thi which is whi i m so short with you and on edg as of late
ham,Raviyog Peripherals bhayandar east,34,4,raviyog peripher bhayandar east
ham,K actually can you guys meet me at the sunoco on howard? It should be right on the way,86,19,k actual can you guy meet me at the sunoco on howard it should be right on the way
ham,"MOON has come to color your dreams, STARS to make them musical and my SMS to give you warm and Peaceful Sleep. Good Night",121,24,moon ha come to color your dream star to make them music and my sm to give you warm and peac sleep good night
ham,Just finished eating. Got u a plate. NOT leftovers this time.,61,11,just finish eat got u a plate not leftov thi time
ham,Thanx a lot...,14,3,thanx a lot
ham,Hurry home u big butt. Hang up on your last caller if u have to. Food is done and I'm starving. Don't ask what I cooked.,120,26,hurri home u big butt hang up on your last caller if u have to food is done and i m starv don t ask what i cook
ham,Lol your right. What diet? Everyday I cheat anyway. I'm meant to be a fatty :(,78,16,lol your right what diet everyday i cheat anyway i m meant to be a fatti
ham,Its a great day. Do have yourself a beautiful one.,50,10,it a great day do have yourself a beauti one
ham,What happened in interview?,27,4,what happen in interview
ham,Badrith is only for chennai:)i will surely pick for us:)no competition for him.,79,13,badrith is onli for chennai i will sure pick for us no competit for him
ham,I tot it's my group mate... Lucky i havent reply... Wat time do Ì_ need to leave... ,84,17,i tot it s my group mate lucki i havent repli wat time do need to leav
ham,Hey you around? I've got enough for a half + the ten I owe you,62,15,hey you around i ve got enough for a half the ten i owe you
ham,Hey tmr maybe can meet you at yck,33,8,hey tmr mayb can meet you at yck
ham,ALRITE SAM ITS NIC JUST CHECKIN THAT THIS IS UR NUMBER-SO IS IT?T.B*,68,13,alrit sam it nic just checkin that thi is ur number so is it t b
ham,They are just making it easy to pay back. I have  &lt;#&gt; yrs to say but i can pay back earlier. You get?,107,23,they are just make it easi to pay back i have lt gt yr to say but i can pay back earlier you get
ham,Not to worry. I'm sure you'll get it.,37,8,not to worri i m sure you ll get it
ham,"The gas station is like a block away from my house, you'll drive right by it since armenia ends at swann and you have to take howard",132,27,the ga station is like a block away from my hous you ll drive right by it sinc armenia end at swann and you have to take howard
spam,"Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058097189 NOW all will be revealed. POBox 6, LS15HB 150p ",139,25,someon u know ha ask our date servic 2 contact you cant guess who call 09058097189 now all will be reveal pobox 6 ls15hb 150p
spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days,105,17,camera you are award a sipix digit camera call 09061221066 fromm landlin deliveri within 28 day
ham,My tuition is at 330. Hm we go for the 1120 to 1205 one? Do you mind?,69,17,my tuition is at 330 hm we go for the 1120 to 1205 one do you mind
ham,"I'm not smoking while people use \wylie smokes too much\"" to justify ruining my shit""",85,15,i m not smoke while peopl use wyli smoke too much to justifi ruin my shit
ham,Dear good morning how you feeling dear,38,7,dear good morn how you feel dear
ham,A little. Meds say take once every 8 hours. It's only been 5 but pain is back. So I took another. Hope I don't die,114,25,a littl med say take onc everi 8 hour it s onli been 5 but pain is back so i took anoth hope i don t die
ham,"Beautiful tomorrow never comes.. When it comes, it's already TODAY.. In the hunt of beautiful tomorrow don't waste your wonderful TODAY.. GOODMORNING:)",151,22,beauti tomorrow never come when it come it s alreadi today in the hunt of beauti tomorrow don t wast your wonder today goodmorn
ham,Dunno lei Ì_ all decide lor. How abt leona? Oops i tot ben is going n i msg him.,80,19,dunno lei all decid lor how abt leona oop i tot ben is go n i msg him
ham,Hi there. We have now moved in2 our pub . Would be great 2 c u if u cud come up.,80,21,hi there we have now move in2 our pub would be great 2 c u if u cud come up
spam,Todays Voda numbers ending 5226 are selected to receive a ?350 award. If you hava a match please call 08712300220 quoting claim code 1131 standard rates app ,157,27,today voda number end 5226 are select to receiv a 350 award if you hava a match pleas call 08712300220 quot claim code 1131 standard rate app
spam,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18 only,134,24,thi messag is free welcom to the new improv sex dog club to unsubscrib from thi servic repli stop msg 150p 18 onli
ham,Just do what ever is easier for you,35,8,just do what ever is easier for you
spam,RCT' THNQ Adrian for U text. Rgds Vatian,40,8,rct thnq adrian for u text rgd vatian
ham,Stop calling everyone saying I might have cancer. My throat hurts to talk. I can't be answering everyones calls. If I get one more call I'm not babysitting on Monday,165,30,stop call everyon say i might have cancer my throat hurt to talk i can t be answer everyon call if i get one more call i m not babysit on monday
ham,"It'll be tough, but I'll do what I have to",42,10,it ll be tough but i ll do what i have to
ham,IM GONNAMISSU SO MUCH!!I WOULD SAY IL SEND U A POSTCARD BUTTHERES ABOUTAS MUCH CHANCE OF MEREMEMBERIN ASTHERE IS OFSI NOT BREAKIN HIS CONTRACT!! LUV Yaxx,153,26,im gonnamissu so much i would say il send u a postcard butther abouta much chanc of merememberin asther is ofsi not breakin hi contract luv yaxx
ham,Ee msg na poortiyagi odalebeku: Hanumanji 7 name 1-Hanuman 2-Bajarangabali 3-Maruti 4-Pavanaputra 5-Sankatmochan 6-Ramaduth 7-Mahaveer ee 7 name  &lt;#&gt;  janarige ivatte kalisidare next saturday olage ondu good news keluviri...! Maretare inde 1 dodda problum nalli siguviri idu matra  &lt;#&gt; % true.. Don't neglet.,320,43,ee msg na poortiyagi odalebeku hanumanji 7 name 1 hanuman 2 bajarangabali 3 maruti 4 pavanaputra 5 sankatmochan 6 ramaduth 7 mahav ee 7 name lt gt janarig ivatt kalisidar next saturday olag ondu good news keluviri maretar ind 1 dodda problum nalli siguviri idu matra lt gt true don t neglet
ham,HI DARLIN I FINISH AT 3 DO U 1 2 PICK ME UP OR MEET ME? TEXT BACK ON THIS NUMBER LUV KATE XXX,93,24,hi darlin i finish at 3 do u 1 2 pick me up or meet me text back on thi number luv kate xxx
ham,"Set a place for me in your heart and not in your mind, as the mind easily forgets but the heart will always remember. Wish you Happy Valentines Day!",148,29,set a place for me in your heart and not in your mind as the mind easili forget but the heart will alway rememb wish you happi valentin day
ham,But i'm surprised she still can guess right lor...,50,9,but i m surpris she still can guess right lor
ham,Okie Ì_ wan meet at bishan? Cos me at bishan now. I'm not driving today.,72,15,oki wan meet at bishan co me at bishan now i m not drive today
ham,HI DARLIN HOW WAS WORK DID U GET INTO TROUBLE? IJUST TALKED TO YOUR MUM ALL MORNING! I HAD A REALLY GOOD TIME LAST NIGHT IM GOIN OUT SOON BUT CALL ME IF U CAN,158,35,hi darlin how wa work did u get into troubl ijust talk to your mum all morn i had a realli good time last night im goin out soon but call me if u can
ham,I know you are serving. I mean what are you doing now.,54,12,i know you are serv i mean what are you do now
ham,"Huh... Hyde park not in mel ah, opps, got confused... Anyway, if tt's e best choice den we juz have to take it...",113,23,huh hyde park not in mel ah opp got confus anyway if tt s e best choic den we juz have to take it
ham,Oh gei. That happend to me in tron. Maybe ill dl it in 3d when its out,70,17,oh gei that happend to me in tron mayb ill dl it in 3d when it out
ham,I know girls always safe and selfish know i got it pa. Thank you. good night.,77,16,i know girl alway safe and selfish know i got it pa thank you good night
ham,"No worries, hope photo shoot went well. have a spiffing fun at workage. ",72,13,no worri hope photo shoot went well have a spif fun at workag
ham,I'm freezing and craving ice. Fml,33,6,i m freez and crave ice fml
ham,Kay... Since we are out already ,32,6,kay sinc we are out alreadi
ham,Eh sorry leh... I din c ur msg. Not sad already lar. Me watching tv now. U still in office?,91,20,eh sorri leh i din c ur msg not sad alreadi lar me watch tv now u still in offic
ham,Yo im right by yo work,22,6,yo im right by yo work
ham,Ok darlin i supose it was ok i just worry too much.i have to do some film stuff my mate and then have to babysit again! But you can call me there.xx,148,32,ok darlin i supos it wa ok i just worri too much i have to do some film stuff my mate and then have to babysit again but you can call me there xx
ham,I don wake since. I checked that stuff and saw that its true no available spaces. Pls call the embassy or send a mail to them.,126,26,i don wake sinc i check that stuff and saw that it true no avail space pl call the embassi or send a mail to them
ham,Nope... Juz off from work...,28,5,nope juz off from work
ham,Huh so fast... Dat means u havent finished painting?,52,9,huh so fast dat mean u havent finish paint
ham, what number do u live at? Is it 11?,36,9,what number do u live at is it 11
ham,"No we put party 7 days a week and study lightly, I think we need to draw in some custom checkboxes so they know we're hardcore",126,26,no we put parti 7 day a week and studi lightli i think we need to draw in some custom checkbox so they know we re hardcor
ham,Sac will score big hundred.he is set batsman:-),47,8,sac will score big hundr he is set batsman
ham,Send me yetty's number pls.,27,5,send me yetti s number pl
ham,How much it will cost approx . Per month.,41,9,how much it will cost approx per month
ham,Ok... The theory test? when are Ì_ going to book? I think it's on 21 may. Coz thought wanna go out with jiayin. But she isnt free,129,27,ok the theori test when are go to book i think it s on 21 may coz thought wan na go out with jiayin but she isnt free
spam,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000928. PoBox45W2TG150P",140,25,you are be contact by our date servic by someon you know to find out who it is call from a land line 09050000928 pobox45w2tg150p
ham,"That's fine, have him give me a call if he knows what he wants or has any questions",83,18,that s fine have him give me a call if he know what he want or ha ani question
ham,"Sorry, got a late start, we're on the way",41,9,sorri got a late start we re on the way
ham,Then u go back urself lor...,28,6,then u go back urself lor
ham,I AM AT THE GAS STATION. GO THERE.,34,8,i am at the ga station go there
ham,"K, if u bored up just come to my home..",39,10,k if u bore up just come to my home
ham,Babe !!!! I LOVE YOU !!!! *covers your face in kisses*,54,11,babe i love you cover your face in kiss
ham,"Like I made him throw up when we were smoking in our friend's car one time, it was awesome",90,19,like i made him throw up when we were smoke in our friend s car one time it wa awesom
ham,Still i have not checked it da. . .,35,9,still i have not check it da
ham,You will go to walmart. I.ll stay.,34,7,you will go to walmart i ll stay
ham,"I haven't forgotten you, i might have a couple bucks to send you tomorrow, k? I love ya too",91,19,i haven t forgotten you i might have a coupl buck to send you tomorrow k i love ya too
ham,Oh great. I.ll disturb him more so that we can talk.,52,11,oh great i ll disturb him more so that we can talk
ham,Reverse is cheating. That is not mathematics.,45,7,revers is cheat that is not mathemat
ham,U're welcome... Caught u using broken english again...,54,8,u re welcom caught u use broken english again
ham,No problem baby. Is this is a good time to talk? I called and left a message.,77,17,no problem babi is thi is a good time to talk i call and left a messag
ham,Oh is it! Which brand?,22,5,oh is it which brand
ham,Sorry i cant take your call right now. It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.,368,70,sorri i cant take your call right now it so happen that there r 2waxsto do wat you want she can come and ill get her medic insur and she ll be abl to deliv and have basic care i m current shop for the right medic insur for her so just give me til friday morn that when i ll see the major person that can guid me to the right insur
ham,At what time are you coming.,28,6,at what time are you come
ham,Call him and say you not coming today ok and tell them not to fool me like this ok,82,19,call him and say you not come today ok and tell them not to fool me like thi ok
ham,I emailed yifeng my part oredi.. Can Ì_ get it fr him..,55,12,i email yifeng my part oredi can get it fr him
ham,R u sure they'll understand that! Wine * good idea just had a slurp!,68,14,r u sure they ll understand that wine good idea just had a slurp
ham,Minimum walk is 3miles a day.,29,6,minimum walk is 3mile a day
ham,Ok not a problem will get them a taxi. C ing  tomorrow and tuesday. On tuesday think we r all going to the cinema. ,115,24,ok not a problem will get them a taxi c ing tomorrow and tuesday on tuesday think we r all go to the cinema
ham,"Brainless Baby Doll..:-D;-), vehicle sariyag drive madoke barolla..",67,8,brainless babi doll d vehicl sariyag drive madok barolla
spam,Sorry I missed your call let's talk when you have the time. I'm on 07090201529,78,15,sorri i miss your call let s talk when you have the time i m on 07090201529
ham,Please attend the phone:),25,4,pleas attend the phone
ham,You only hate me. You can call any but you didnt accept even a single call of mine. Or even you messaged,104,22,you onli hate me you can call ani but you didnt accept even a singl call of mine or even you messag
ham,No messages on her phone. I'm holding it now,44,9,no messag on her phone i m hold it now
ham,Can... I'm free...,18,3,can i m free
ham,"Yo my trip got postponed, you still stocked up?",47,9,yo my trip got postpon you still stock up
ham,I am waiting for your call sir.,31,7,i am wait for your call sir
ham,Hey what are you doing. Y no reply pa..,39,9,hey what are you do y no repli pa
ham,"Hey elaine, is today's meeting still on?",40,7,hey elain is today s meet still on
ham,Sorry i've not gone to that place. I.ll do so tomorrow. Really sorry.,69,13,sorri i ve not gone to that place i ll do so tomorrow realli sorri
ham,Most of the tiime when i don't let you hug me it's so i don't break into tears.,79,18,most of the tiim when i don t let you hug me it s so i don t break into tear
ham,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow,117,27,tomorrow i am not go to theatr so i can come wherev u call me tell me where and when to come tomorrow
ham,And now electricity just went out fml.,38,7,and now electr just went out fml
ham,"Looks like you found something to do other than smoke, great job!",65,12,look like you found someth to do other than smoke great job
ham,Also andros ice etc etc,23,5,also andro ice etc etc
ham,"Good afternon, my love. How are today? I hope your good and maybe have some interviews. I wake and miss you babe. A passionate kiss from across the sea",151,29,good afternon my love how are today i hope your good and mayb have some interview i wake and miss you babe a passion kiss from across the sea
ham,Yup. Wun believe wat? U really neva c e msg i sent shuhui?,58,13,yup wun believ wat u realli neva c e msg i sent shuhui
ham,Hows that watch resizing,24,4,how that watch resiz
ham,Dear umma she called me now :-),31,7,dear umma she call me now
ham,Just finished. Missing you plenty,33,5,just finish miss you plenti
spam,"complimentary 4 STAR Ibiza Holiday or å£10,000 cash needs your URGENT collection. 09066364349 NOW from Landline not to lose out! Box434SK38WP150PPM18+",150,21,complimentari 4 star ibiza holiday or 10 000 cash need your urgent collect 09066364349 now from landlin not to lose out box434sk38wp150ppm18
ham,"Well, I meant as opposed to my drunken night of before",54,11,well i meant as oppos to my drunken night of befor
ham,K... Must book a not huh? so going for yoga basic on sunday?,60,13,k must book a not huh so go for yoga basic on sunday
spam,FREE MSG:We billed your mobile number by mistake from shortcode 83332.Please call 08081263000 to have charges refunded.This call will be free from a BT landline,160,25,free msg we bill your mobil number by mistak from shortcod 83332 pleas call 08081263000 to have charg refund thi call will be free from a bt landlin
ham,Ok can...,9,2,ok can
ham,"Oops - am at my mum's in somerset... Bit far! Back tomo, see you soon x",71,16,oop am at my mum s in somerset bit far back tomo see you soon x
ham,So u workin overtime nigpun?,28,5,so u workin overtim nigpun
ham,Same as kallis dismissial in 2nd test:-).,41,7,same as kalli dismissi in 2nd test
ham,O. Guess they both got screwd,29,6,o guess they both got screwd
spam,Please CALL 08712402972 immediately as there is an urgent message waiting for you,81,13,pleas call 08712402972 immedi as there is an urgent messag wait for you
ham,What r u cooking me for dinner?,31,7,what r u cook me for dinner
ham,Bull. Your plan was to go floating off to IKEA with me without a care in the world. So i have to live with your mess another day.,129,28,bull your plan wa to go float off to ikea with me without a care in the world so i have to live with your mess anoth day
ham,Then i buy.,11,3,then i buy
spam,URGENT! Your Mobile number has been awarded with a å£2000 Bonus Caller Prize. Call 09058095201 from land line. Valid 12hrs only,127,21,urgent your mobil number ha been award with a 2000 bonu caller prize call 09058095201 from land line valid 12hr onli
ham,Heehee that was so funny tho,28,6,heehe that wa so funni tho
ham,It only does simple arithmetic not percentages.,47,7,it onli doe simpl arithmet not percentag
ham,"Yeah we wouldn't leave for an hour at least, how's 4 sound?",59,12,yeah we wouldn t leav for an hour at least how s 4 sound
ham,Thanks honey. Have a great day.,31,6,thank honey have a great day
ham,"'An Amazing Quote'' - \Sometimes in life its difficult to decide whats wrong!! a lie that brings a smile or the truth that brings a tear....\""""",143,26,an amaz quot sometim in life it difficult to decid what wrong a lie that bring a smile or the truth that bring a tear
ham,Then Ì_ ask dad to pick Ì_ up lar... ÌÏ wan 2 stay until 6 meh...,65,16,then ask dad to pick up lar wan 2 stay until 6 meh
ham,"Jus chillaxin, what up",22,4,ju chillaxin what up
ham,"\HEY DAS COOL... IKNOW ALL 2 WELLDA PERIL OF STUDENTFINANCIAL CRISIS!SPK 2 U L8R.\""""",84,14,hey da cool iknow all 2 wellda peril of studentfinanci crisi spk 2 u l8r
spam,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705,157,28,do you want a new nokia 3510i colour phone deliveredtomorrow with 300 free minut to ani mobil 100 free text free camcord repli or call 08000930705
ham,"Whats that coming over the hill..... Is it a monster! Hope you have a great day. Things r going fine here, busy though! ",120,23,what that come over the hill is it a monster hope you have a great day thing r go fine here busi though
ham,Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.,131,27,joy s father is john then john is the of joy s father if u an th you hav lt gt iq ti s ia question tri to answer
ham,Only once then after ill obey all yours.,40,8,onli onc then after ill obey all your
ham,No she didnt. I will search online and let you know.,52,11,no she didnt i will search onlin and let you know
ham,Where do you need to go to get it?,34,9,where do you need to go to get it
ham,No pic. Please re-send.,23,4,no pic pleas re send
ham,Uhhhhrmm isnt having tb test bad when youre sick,48,9,uhhhhrmm isnt have tb test bad when your sick
ham,But i haf enuff space got like 4 mb...,38,9,but i haf enuff space got like 4 mb
spam,LIFE has never been this much fun and great until you came in. You made it truly special for me. I won't forget you! enjoy @ one gbp/sms,136,28,life ha never been thi much fun and great until you came in you made it truli special for me i won t forget you enjoy one gbp sm
spam,Do you want a new Video phone? 600 anytime any network mins 400 Inclusive Video calls AND downloads 5 per week Free delTOMORROW call 08002888812 or reply NOW,157,28,do you want a new video phone 600 anytim ani network min 400 inclus video call and download 5 per week free deltomorrow call 08002888812 or repli now
spam,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a å£1500 Bonus Prize, call 09066368470",153,28,as a valu custom i am pleas to advis you that follow recent review of your mob no you are award with a 1500 bonu prize call 09066368470
spam,Welcome! Please reply with your AGE and GENDER to begin. e.g 24M,64,12,welcom pleas repli with your age and gender to begin e g 24m
spam,Freemsg: 1-month unlimited free calls! Activate SmartCall Txt: CALL to No: 68866. Subscriptn3gbp/wk unlimited calls Help: 08448714184 Stop?txt stop landlineonly,160,20,freemsg 1 month unlimit free call activ smartcal txt call to no 68866 subscriptn3gbp wk unlimit call help 08448714184 stop txt stop landlineonli
spam,Had your mobile 10 mths? Update to latest Orange camera/video phones for FREE. Save å£s with Free texts/weekend calls. Text YES for a callback orno to opt out,158,28,had your mobil 10 mth updat to latest orang camera video phone for free save s with free text weekend call text ye for a callback orno to opt out
spam,Am new 2 club & dont fink we met yet Will B gr8 2 C U Please leave msg 2day wiv ur area 09099726553 reply promised CARLIE x Callså£1/minMobsmore LKPOBOX177HP51FL,161,30,am new 2 club dont fink we met yet will b gr8 2 c u pleas leav msg 2day wiv ur area 09099726553 repli promis carli x call 1 minmobsmor lkpobox177hp51fl
ham,True. Its easier with her here.,31,6,true it easier with her here
ham,Sure but since my parents will be working on Tuesday I don't really need a cover story,86,17,sure but sinc my parent will be work on tuesday i don t realli need a cover stori
ham,Haha okay... Today weekend leh... ,34,5,haha okay today weekend leh
ham,"\Hi darlin did youPhone me? Im atHome if youwanna chat.\""""",58,10,hi darlin did youphon me im athom if youwanna chat
ham,I don't know jack shit about anything or i'd say/ask something helpful but if you want you can pretend that I did and just text me whatever in response to the hypotheticalhuagauahahuagahyuhagga,193,32,i don t know jack shit about anyth or i d say ask someth help but if you want you can pretend that i did and just text me whatev in respons to the hypotheticalhuagauahahuagahyuhagga
ham,You've always been the brainy one.,34,6,you ve alway been the braini one
ham,Yeah if we do have to get a random dude we need to change our info sheets to PARTY  &lt;#&gt; /7 NEVER STUDY just to be safe,124,27,yeah if we do have to get a random dude we need to chang our info sheet to parti lt gt 7 never studi just to be safe
spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,106,17,camera you are award a sipix digit camera call 09061221066 fromm landlin deliveri within 28 day
ham,"Christmas is An occasion that is Celebrated as a Reflection of UR... Values..., Desires..., Affections...&amp; Traditions.... Have an ideal Christmas...",152,20,christma is an occas that is celebr as a reflect of ur valu desir affect amp tradit have an ideal christma
ham,Sending you greetings of joy and happiness. Do have a gr8 evening,65,12,send you greet of joy and happi do have a gr8 even
ham,"\Hi darlin i cantdo anythingtomorrow as myparents aretaking me outfor a meal. when are u free? Katexxx\""""",105,17,hi darlin i cantdo anythingtomorrow as mypar aretak me outfor a meal when are u free katexxx
ham,If india win or level series means this is record:),51,10,if india win or level seri mean thi is record
ham,Then what about further plan?,29,5,then what about further plan
ham,Its good to hear from you,25,6,it good to hear from you
ham,"awesome, how do I deal with the gate? Charles told me last night but, uh, yeah",78,16,awesom how do i deal with the gate charl told me last night but uh yeah
ham,What time you thinkin of goin?,30,6,what time you thinkin of goin
spam,Get a FREE mobile video player FREE movie. To collect text GO to 89105. Its free! Extra films can be ordered t's and c's apply. 18 yrs only,139,28,get a free mobil video player free movi to collect text go to 89105 it free extra film can be order t s and c s appli 18 yr onli
